0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
131,64,0,5,4,8,9,7,4,1,1,2,1,2,2,4,2,2,3,2,5,6,2,2,2,2,1,3,1,0,1,0,1,3,2,1,4,3,3,1,3,2,1,3,9,11,5,4,4,0,1,3,2,0,1,2,1,3,5,7,6,3,1,1,1,2,2,0,2,4,1,3,1,1,1,1,2,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,2,3,1,0,1,2,0,1,1,3,2,2,2,1,2,2,1,1,2,3,1,1,1,1,2,2,1,1,0,0,1,3,3,3,2,1,1,1,1,1,0,1,1,2,2,1,1,1,2,1,0,2,2,2,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,67,7,6,8,9,2,2,3,1,1,5,5,2,2,1,3,4,5,4,5,3,1,3,5,7,9,8,6,5,6,6,8,5,3,4,4,2,0,1,1,3,4,6,13,10,1,1,1,2,2,1,3,3,2,1,0,2,2,3,1,2,1,1,4,4,3,1,2,3,3,3,1,1,1,1,1,3,3,1,1,1,0,0,0,0,0,0,0,3,4,3,1,1,1,2,3,3,2,1,1,1,1,0,1,0,1,1,2,3,1,1,1,1,1,0,1,0,1,0,0,0,2,1,0,0,0,1,1,0,0,1,0,2,1,0,0,0,2,1,1,1,0,1,2,1,1,1,1,0,2,2,2,1,0,0,1,2,2,1,0,1,2,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,67,5,3,0,4,6,1,4,3,1,5,6,5,2,1,2,4,3,3,5,5,3,0,3,4,4,4,3,3,1,1,2,2,6,3,2,1,0,0,0,2,3,3,10,9,2,2,3,3,3,2,2,1,1,0,1,3,3,1,3,2,1,2,0,0,3,2,1,3,3,2,0,1,1,2,3,2,2,2,3,1,0,1,2,3,0,2,2,5,4,1,1,0,0,1,2,0,0,1,1,2,3,2,3,3,0,1,2,2,1,2,1,1,0,1,2,0,1,1,0,2,3,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,2,1,1,3,2,1,1,1,2,1,1,1,2,1,0,0,0,0,1,2,2,2,2,1,0,1,0,2,1,0,0,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,62,7,6,5,2,2,1,2,0,1,5,9,7,1,6,6,6,10,7,2,1,2,0,2,5,3,1,3,3,1,0,1,2,2,1,1,2,2,3,3,2,2,0,8,14,6,1,2,0,0,2,2,4,3,2,4,3,2,2,1,2,2,1,1,3,2,2,4,5,3,1,1,2,2,4,4,3,2,0,0,1,1,0,0,4,3,1,2,1,2,3,1,1,0,0,2,2,2,1,1,2,2,1,2,3,3,2,2,1,0,0,1,1,3,1,2,2,2,1,1,0,0,1,1,0,2,1,1,0,1,1,1,0,1,2,1,2,2,2,2,0,1,1,0,0,0,1,1,2,2,2,2,0,0,1,2,2,1,0,1,1,0,1,1,1,1,2,1,0,0,0,1,2,0,0,0,0,1,2,1,2,1,0,0,1,2,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,66,2,2,2,2,1,3,2,0,0,2,6,4,3,5,5,4,5,1,1,1,1,3,2,4,3,3,2,6,7,3,2,0,1,2,3,2,3,1,2,4,3,4,14,10,2,4,3,4,5,3,1,1,1,4,2,3,4,3,3,2,1,0,1,3,3,2,1,1,0,1,4,2,0,1,0,1,1,1,1,2,2,4,4,0,1,1,0,3,0,2,2,1,0,0,0,3,4,3,1,1,1,1,2,2,0,1,2,2,1,1,2,1,0,0,2,2,1,1,0,2,2,1,1,0,1,0,0,0,1,0,0,1,2,2,0,0,1,2,1,0,0,1,1,1,0,2,2,0,1,1,1,1,1,0,0,2,3,2,0,0,1,1,1,1,0,0,1,0,0,0,1,2,2,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,63,4,2,2,5,6,2,1,4,7,8,4,3,3,2,1,3,4,3,5,6,4,1,2,1,2,4,4,5,4,0,1,3,4,3,2,3,3,1,0,2,3,1,7,7,1,3,1,3,1,3,5,3,4,6,3,4,4,3,1,2,2,3,1,1,1,4,5,5,3,1,1,0,2,2,2,3,3,2,4,3,2,1,0,0,1,2,2,2,0,0,1,1,2,4,4,3,0,1,2,1,1,0,1,2,1,2,1,0,0,2,1,0,1,2,3,3,1,1,1,0,1,3,3,0,1,1,0,0,0,1,3,2,1,0,1,1,1,3,2,2,1,0,1,1,0,0,1,2,1,1,0,0,1,1,1,1,0,2,2,2,1,1,1,0,0,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,1,1,1,1,2,1,1,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,64,3,2,3,4,4,0,5,3,4,3,5,4,4,5,4,1,2,5,3,0,2,3,2,4,1,2,4,4,1,3,3,1,4,1,5,2,0,2,4,5,6,5,6,13,8,4,0,4,3,1,0,2,3,4,4,4,3,0,3,3,6,4,0,2,3,2,3,4,4,1,1,2,1,2,2,3,2,0,4,3,0,1,1,1,1,1,1,1,1,0,1,4,2,2,3,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,2,1,1,2,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,2,3,1,0,0,0,1,1,0,0,0,1,1,0,1,0,2,1,1,1,0,0,0,0,1,1,1,1,2,1,0,1,2,1,0,1,2,1,0,1,1,0,1,2,1,0,0,1,1,2,1,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,65,4,4,3,2,1,2,4,3,2,1,7,5,3,3,1,2,2,1,2,2,2,3,5,4,2,0,1,2,2,2,1,5,4,1,1,2,2,1,1,3,4,3,10,11,3,4,8,7,4,2,1,0,0,3,3,3,3,4,3,4,4,3,1,2,2,1,2,2,2,4,2,2,3,0,2,3,3,4,3,1,1,2,3,2,4,4,1,3,4,2,2,2,1,2,0,1,1,2,2,1,1,1,1,3,2,2,2,3,2,0,0,1,3,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,2,3,2,1,1,1,2,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,1,1,1,2,1,2,3,1,0,1,1,0,1,1,1,0,1,1,2,2,1,0,0,1,1,1,0,0,0,1,1,2,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,55,36,31,17,42,10,38,31,24,52,10,42,31,24,42,2,40,19,32,42,3,43,24,26,39,6,42,14,36,39,10,43,13,36,34,17,43,8,39,31,19,41,3,48,34,23,44,7,37,22,27,40,3,41,19,26,31,11,42,15,31,31,15,41,11,33,29,15,39,7,36,31,15,40,7,36,26,21,37,5,35,20,24,37,1,37,18,26,31,6,35,12,30,32,9,36,12,28,27,12,33,6,31,23,19,35,5,32,24,15,30,1,32,19,21,32,2,31,15,22,28,5,31,12,25,27,8,31,7,26,24,11,30,6,25,21,12,27,1,27,18,15,26,1,24,13,19,26,3,27,13,17,21,3,22,9,18,19,8,24,6,21,19,9,22,4,19,15,10,21,1,20,14,10,19,1,19,10,14,18,3,18,7,14,17,2,17,7,12,13,5,17,6,12,12,6,16,4,12,10,6,13,1,13,9,6,11,1,13,6,10,13,0,10,5,8,10,2,10,4,6,7,2,8,2,7,6,2,7,1,6,4,2,5,0,5,3,2,4,0,3,2,2,3,0,2,1,1,1,0,1,0,0,0,0
188,117,50,49,41,30,21,10,1,9,20,35,45,49,49,54,59,54,53,47,38,32,22,11,3,10,22,33,44,48,50,52,58,56,50,48,43,31,23,15,3,10,20,30,32,41,55,58,59,53,48,46,37,29,22,14,6,9,21,33,41,46,47,49,53,53,51,45,38,31,22,11,4,12,22,29,36,41,45,49,52,51,46,40,35,28,19,10,5,13,19,28,37,39,43,47,49,49,46,41,33,25,18,10,6,11,21,28,32,36,42,46,46,46,41,36,30,24,18,9,2,8,16,22,30,37,40,42,42,39,36,34,27,20,16,8,2,7,15,20,25,29,33,36,37,37,35,30,25,22,16,9,2,7,14,19,24,28,30,31,32,31,28,25,23,17,11,7,3,7,11,16,21,23,26,27,26,24,23,21,19,14,10,6,2,5,9,13,17,20,22,24,23,20,18,18,15,12,8,4,1,4,7,10,12,14,15,16,18,17,16,13,10,8,4,2,1,3,4,7,9,10,10,11,11,10,9,8,6,4,3,1,0,1,2,3,4,5,5,5,5,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0
160,88,23,28,33,32,34,30,28,33,33,33,34,38,38,33,29,27,25,28,30,28,28,30,27,27,29,29,27,30,32,30,26,30,34,34,30,30,28,26,29,33,35,33,22,23,25,24,28,28,26,26,29,30,33,32,28,28,27,30,30,29,28,25,27,29,28,26,25,23,26,24,24,24,25,26,24,26,28,28,29,27,27,29,27,26,28,28,27,26,27,28,26,26,26,25,24,24,23,24,24,22,22,24,25,26,23,23,23,22,22,22,23,23,22,22,23,23,22,20,19,21,23,23,24,22,22,22,21,20,22,23,21,21,20,20,20,18,18,19,20,20,20,19,18,18,18,18,17,19,19,17,17,18,18,17,15,15,16,16,16,17,16,16,17,16,17,17,15,15,15,16,15,15,15,15,15,14,14,14,13,12,11,11,10,10,11,12,12,11,11,11,12,12,11,10,10,10,11,11,11,10,9,10,9,9,9,8,8,7,5,7,9,7,7,7,8,8,6,7,7,6,5,6,6,5,5,5,5,4,4,4,4,3,3,4,3,3,3,3,2,2,2,2,3,2,1,1,1,1,0,1,1,0,0,0
132,64,3,1,1,5,5,3,4,2,3,5,1,4,5,6,3,3,0,1,1,3,9,7,3,1,3,2,4,4,1,2,0,3,4,3,1,3,1,4,2,1,3,2,7,7,3,4,4,4,3,2,2,1,0,2,2,1,1,2,4,5,1,2,2,1,2,3,4,4,4,5,5,3,0,1,2,3,2,2,1,2,2,2,3,3,0,1,2,3,1,1,1,2,2,2,0,2,2,1,2,2,1,1,0,1,0,0,1,2,2,2,3,2,2,2,1,1,1,0,1,0,1,2,1,1,1,0,0,1,0,1,0,1,1,1,1,2,1,0,2,2,2,2,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,65,5,1,8,4,2,8,6,4,4,5,1,7,6,8,12,4,4,4,1,3,4,5,3,2,2,6,4,4,0,6,4,1,6,0,4,5,1,4,4,4,4,5,10,15,7,5,4,6,4,5,4,2,6,5,3,4,1,2,2,2,6,0,7,5,1,4,3,3,4,5,0,5,4,1,1,5,4,3,2,4,1,5,2,4,3,3,5,2,4,2,2,1,5,5,0,5,3,2,3,3,1,4,2,2,1,5,0,5,0,4,3,0,3,4,3,3,1,3,2,3,3,3,3,3,2,2,3,2,2,3,3,2,3,2,2,3,2,2,3,3,3,0,3,3,0,3,1,3,1,2,2,3,1,2,2,1,2,3,0,3,3,1,1,1,2,1,3,2,2,2,1,2,0,2,0,1,1,3,0,0,2,3,0,2,1,2,1,2,0,2,3,0,2,0,1,1,0,1,1,1,1,0,1,1,1,2,1,1,2,4,2,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,70,16,15,19,24,21,15,15,15,17,15,21,16,17,17,13,20,23,18,12,17,17,16,12,16,16,17,17,20,16,16,18,16,23,20,18,14,16,13,17,16,15,16,11,18,20,22,14,15,17,20,17,15,20,19,19,15,20,15,18,18,19,18,16,16,17,14,14,19,18,16,19,21,13,19,16,13,15,18,16,14,17,18,14,16,16,15,18,16,15,18,13,15,17,13,17,16,14,15,17,15,14,15,14,14,15,16,11,16,16,14,12,12,12,14,14,15,14,12,13,15,15,12,13,13,15,11,12,13,11,13,13,14,11,12,12,14,12,11,11,12,11,11,11,11,10,11,15,10,10,11,11,10,11,11,10,11,12,10,9,12,8,10,10,8,10,10,9,10,10,9,10,7,8,10,9,7,8,8,7,7,9,7,8,10,8,6,8,7,6,6,7,6,7,7,7,7,5,6,6,6,5,7,6,4,4,5,6,4,4,4,5,4,3,3,3,3,3,4,4,3,3,4,3,4,3,2,2,3,3,2,2,1,1,2,2,2,1,1,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
116,71,21,20,16,15,19,16,19,17,22,21,11,18,16,20,16,16,14,18,19,13,20,17,16,16,19,18,20,18,18,14,15,17,21,18,14,17,17,19,18,13,18,16,23,32,14,16,17,15,16,20,18,11,18,13,20,18,16,16,12,15,15,15,17,15,17,15,14,17,18,14,13,13,15,17,11,15,17,15,18,17,16,13,14,15,15,11,17,14,11,13,13,15,13,14,14,15,14,13,16,17,13,13,15,14,12,13,12,13,14,12,13,13,13,13,11,13,14,14,12,13,11,12,13,12,11,12,11,13,11,11,9,10,12,12,11,13,9,12,11,10,10,10,11,12,10,10,10,10,10,10,9,11,11,9,10,11,11,9,9,10,8,9,7,9,10,7,8,8,8,7,9,9,8,7,9,9,8,8,8,5,5,7,7,7,6,6,7,7,6,6,6,6,6,6,7,6,5,5,6,6,7,5,6,3,5,6,4,8,6,3,3,6,4,4,4,3,4,4,4,4,3,3,4,2,3,2,2,3,2,3,3,2,2,2,2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0
135,70,4,2,2,7,9,3,2,3,3,0,0,0,5,5,4,5,1,3,1,3,4,2,4,4,4,4,5,4,2,1,1,4,5,1,3,3,3,1,3,2,2,3,7,6,2,1,2,2,3,4,5,3,1,3,2,2,2,2,1,2,3,3,1,2,1,1,3,3,0,3,3,1,2,1,0,1,2,2,0,1,3,3,2,0,3,2,0,1,1,1,3,2,1,3,2,2,2,1,3,3,1,3,2,1,1,2,2,2,1,1,2,2,0,0,0,0,1,2,0,1,0,1,1,1,1,2,2,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,2,2,1,1,1,2,2,1,1,0,1,1,1,2,1,1,1,0,0,0,0,1,2,2,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,66,1,3,3,2,5,4,4,6,5,8,4,4,6,4,2,2,0,2,5,6,7,6,1,4,2,7,5,2,2,3,2,2,4,6,7,5,2,1,1,4,5,3,10,9,2,4,4,3,3,1,3,4,5,4,2,2,1,4,1,1,2,3,2,2,1,3,2,2,0,1,1,2,2,0,2,2,1,0,2,3,3,1,0,0,0,0,2,2,0,1,2,0,0,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,1,1,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,3,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,2,2,0,0,1,1,0,0,2,1,0,1,1,1,1,2,2,1,1,0,1,1,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,67,1,2,3,4,2,3,4,1,2,5,6,6,8,6,3,1,0,7,7,4,4,5,6,2,0,1,4,8,6,4,3,1,2,2,1,3,5,0,4,3,4,8,14,11,5,6,4,3,3,2,3,3,2,2,2,4,4,4,1,2,2,2,1,3,2,1,2,1,1,2,1,3,4,4,1,1,1,1,3,3,1,1,3,2,1,3,3,1,1,0,4,4,2,2,2,1,1,2,3,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,0,0,1,2,1,0,1,2,2,1,1,0,0,1,2,2,1,0,1,3,2,0,0,0,0,1,2,1,1,0,0,1,2,1,0,0,1,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,0,0,1,2,2,0,1,1,2,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,2,2,1,2,1,1,2,2,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131,70,9,23,18,22,28,11,28,6,26,13,23,23,24,25,10,27,12,28,8,28,19,24,25,16,22,12,30,7,28,17,20,22,13,24,5,30,8,27,17,20,21,15,16,8,26,11,24,10,16,18,11,25,2,27,6,24,15,20,21,12,23,5,28,10,26,15,21,18,14,21,7,22,10,26,11,20,19,14,24,11,23,8,22,11,18,17,13,22,7,26,6,20,13,19,17,15,20,9,20,6,23,8,19,15,13,21,8,21,5,20,10,18,14,14,17,6,21,6,22,8,17,13,14,17,8,18,5,18,7,16,13,12,16,8,20,5,18,5,15,12,12,15,8,15,4,16,6,16,9,11,13,5,17,5,14,6,14,10,11,12,9,13,4,16,3,13,7,10,10,7,12,4,13,5,13,7,10,10,6,12,4,10,3,9,6,8,8,6,11,4,11,2,9,4,8,7,5,8,2,9,0,8,3,6,4,3,7,3,7,2,4,3,5,4,4,6,2,6,1,4,2,4,4,3,5,1,4,2,3,2,4,3,2,3,1,2,1,3,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0
178,98,48,46,52,51,52,47,50,51,45,52,52,46,49,52,47,49,51,50,44,46,51,51,44,40,44,46,51,46,42,45,45,43,41,42,42,47,47,47,45,40,41,42,32,40,46,45,38,37,36,40,41,40,36,37,36,34,34,32,31,32,34,34,31,33,32,33,30,29,29,30,32,33,31,26,28,28,24,26,26,27,25,24,21,21,20,20,22,20,17,18,16,18,18,15,15,15,12,15,15,14,13,13,13,10,8,8,9,9,8,7,7,8,8,6,6,6,3,5,3,2,1,2,0,0,0,0,1,1,0,0,1,2,0,2,3,4,3,5,4,5,6,7,6,5,6,8,7,6,6,7,9,9,9,10,10,10,9,9,9,10,11,11,11,11,11,12,13,13,12,12,12,13,13,15,14,13,13,14,14,13,14,15,15,13,13,13,13,14,14,13,13,14,13,12,11,12,13,12,12,13,12,13,14,12,11,12,11,13,13,11,9,11,11,10,11,11,11,10,8,8,8,8,9,8,7,8,8,8,7,6,6,7,7,6,5,5,5,4,4,4,4,3,3,3,2,3,2,1,2,1,1,1,0,0
176,95,17,20,43,46,30,12,30,47,44,22,11,38,44,40,22,24,47,52,32,14,35,48,47,25,17,35,47,38,20,31,46,46,34,17,31,48,40,21,20,46,50,36,13,30,46,50,32,11,33,45,42,21,20,39,48,37,17,28,42,44,26,13,35,52,44,22,19,40,45,33,14,28,46,44,27,12,32,43,41,20,22,41,45,35,15,26,39,41,24,13,35,46,36,19,20,38,42,27,12,27,42,38,21,10,28,38,32,14,19,38,40,26,7,24,36,36,19,12,29,38,32,16,19,33,37,23,10,22,36,33,18,14,29,34,27,12,17,31,31,21,7,21,33,30,14,11,25,29,22,8,15,28,31,20,9,19,29,26,14,12,23,29,22,8,14,25,24,16,8,19,26,23,13,11,22,23,17,7,14,21,21,12,6,16,21,18,9,9,19,22,15,6,10,17,17,10,6,13,17,13,6,7,14,15,11,4,10,15,13,8,4,10,13,11,5,5,9,10,6,3,7,10,9,6,4,7,8,6,2,3,6,6,4,1,3,5,5,2,2,3,4,3,1,1,2,2,1,0,1,1,0,0,0,0
139,91,11,40,13,33,15,30,20,21,27,27,24,24,27,23,24,20,25,28,21,30,24,24,18,26,23,28,23,26,31,25,33,23,31,12,36,14,39,11,35,14,37,11,25,13,27,22,30,20,23,21,22,21,21,17,23,19,26,16,26,20,32,17,27,17,26,23,25,27,21,30,23,28,14,33,12,30,11,32,11,28,10,29,17,24,20,25,15,23,23,23,18,23,14,24,16,26,15,26,10,25,14,26,16,24,18,21,21,22,23,18,24,13,25,12,26,10,24,10,23,12,23,14,20,14,21,17,19,16,20,14,21,13,20,11,22,10,23,8,21,9,21,11,21,13,17,17,17,17,14,18,11,17,9,19,9,18,9,16,9,16,11,15,12,13,12,14,11,15,11,12,8,16,7,16,6,16,5,15,5,16,6,13,11,15,9,12,10,8,11,9,12,6,11,7,11,7,9,5,7,6,7,6,7,7,8,7,7,4,8,5,9,3,7,2,9,3,8,2,8,3,7,3,6,4,5,5,5,3,3,4,2,3,3,3,2,3,3,2,3,2,1,1,2,1,1,1,1,1,0,1,0,0,0,0
130,64,3,3,2,4,5,4,5,4,6,4,5,6,4,4,2,1,2,4,5,2,1,4,4,3,3,3,4,3,4,5,5,0,3,4,3,6,1,2,0,5,4,1,6,8,2,3,0,0,1,2,1,4,4,1,1,3,4,3,4,2,3,3,2,3,0,2,4,6,5,1,1,2,1,2,1,0,2,3,1,1,2,1,1,0,2,3,1,3,3,2,3,3,3,2,0,2,0,1,0,1,0,1,3,1,0,0,2,3,3,2,1,1,1,0,2,3,2,2,2,1,1,2,1,1,0,1,2,1,0,0,1,2,1,0,1,1,1,2,1,0,0,1,0,1,2,2,1,0,0,1,2,1,0,1,1,1,1,1,0,1,2,2,2,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,2,2,0,0,1,1,1,2,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,63,35,22,46,22,33,42,8,44,30,23,44,14,36,36,11,45,26,26,46,18,41,38,19,44,24,31,43,10,43,32,21,46,19,35,42,16,39,29,22,41,14,38,44,18,39,24,25,44,15,33,33,13,43,24,26,38,7,35,28,14,39,17,27,35,9,42,31,17,39,12,33,39,9,40,27,22,39,12,32,30,9,37,20,25,40,9,30,27,13,36,16,27,35,8,37,27,17,38,13,26,31,9,36,25,18,35,9,32,32,11,38,21,19,33,9,31,29,9,32,15,23,32,7,30,25,13,31,13,24,28,7,31,21,14,29,8,26,27,8,28,15,18,31,10,25,25,7,27,14,18,27,7,23,19,9,26,12,18,24,5,23,18,10,23,8,15,17,5,23,14,11,21,6,16,17,6,20,11,13,20,4,18,16,5,17,8,13,18,4,14,11,6,16,6,10,13,2,14,9,7,15,4,10,11,4,13,7,7,11,4,11,10,3,10,5,6,9,3,9,8,3,9,4,6,7,1,7,5,3,7,2,5,5,2,5,2,3,4,1,3,3,1,3,1,1,2,0,2,1,0,1,0,0,0
132,68,3,2,3,5,7,7,7,5,4,2,2,5,7,3,3,2,4,7,6,0,4,3,2,4,0,3,3,0,1,1,0,1,0,1,1,1,4,5,2,1,1,3,8,7,0,1,1,1,1,1,1,1,2,0,2,1,3,4,3,1,0,4,5,3,3,2,0,1,1,1,2,4,1,4,2,0,0,2,3,3,3,1,2,2,3,3,0,4,4,2,2,1,2,2,0,1,1,3,2,0,2,3,4,3,1,0,0,1,1,1,0,1,0,0,1,2,1,1,1,0,0,2,2,1,2,3,2,3,2,1,1,2,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,3,3,2,1,0,1,2,1,0,0,1,1,1,1,1,2,2,0,2,2,0,0,1,1,1,1,1,1,0,1,2,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,57,10,5,7,15,17,11,6,9,10,10,5,9,10,8,9,8,14,8,10,13,11,8,8,6,12,12,7,6,12,8,9,12,5,11,4,11,8,11,9,12,6,7,3,20,15,6,6,9,10,12,7,7,9,13,8,9,10,11,6,9,7,8,11,10,9,9,12,6,9,9,11,9,5,7,10,7,8,11,7,10,8,7,9,10,5,9,9,8,7,8,5,7,10,9,8,5,8,10,9,8,10,6,8,6,8,6,9,8,8,7,7,10,6,7,6,9,6,6,9,6,6,7,8,7,6,6,8,6,6,7,7,7,6,5,8,6,6,7,5,5,5,8,5,6,7,6,6,6,6,4,6,5,8,5,5,7,5,3,4,6,7,5,2,5,4,5,5,5,3,6,4,4,5,6,3,5,4,3,5,4,2,4,5,3,4,3,5,3,4,4,4,2,2,3,2,4,3,3,3,4,3,2,2,3,3,3,1,1,4,5,0,2,1,3,2,2,1,2,1,2,0,2,1,1,2,1,2,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
